date,text
1803-03-06,"Clear part of the day. I have been at home, done my work; feel very unable. mr Ballard went to mr Woodwards after a Girl but faild of giting her. Dagt Ballard Came here, tarried bu t little while [when] Shee was Sent for by mr Getchel. a t home. Dagt Ballard been here."
1803-03-06,"Clear and very pleas t . Son Jon a Came for me to go and Dress his infan t . mrs Hodges there. Shee Calld here, had y e youngest of her Dagt infts with her. I did my aironing aftern and Cutt raggs a t Evng. at [Ditoes]. mrs Hodges here."
1803-03-06,"X. Birth Charls Gills 4 th Son & [6] th Child. XX. Clear and Pleast. I was Calld a t 3m after mid nigh t to go and See mrs Gill who was in Labour. Shee was Safe Deld at 10h morn of her 6th Child by her last marriage and 4th son. I left her and infant Cleverly at 1h Pm, the wrideing very bad. I Calld at Son Lambds and took y e milk out of her infts breast, they were very full and hard. at mr Charls Gills. Birth 7th. March 14 th recd of mr Gill, by the hand of Son Ephm, 12/ as a reward."
1803-03-07,Clear. I finisht my washing and ironing. Dagt Ballard Came and mended some hoes for my husband & Sons. I feel very much fatagued with the which I have Performed in y e Coars of this weak. a t home.
1803-03-07,"rainy. I have been very unwell. Polly Farewell did my hous work. I wen t aftern to see Barna Lambd, find him very low indead; tarried there all night. I Calld a t mr Andrews, find 5 of his famely Sick with y e measels. at Son Lambds & mr Andrews s ."
1803-03-07,"Clear and Colder. I have been trying our Tallow and Salting the meat, and doing other matters till late in the Evng. Nabby Complains of feeling very unwell, took herb Tea when Shee went to Bed. at home."
1803-04-01,"Clear and warm. I have worried thro the business of this day. Dag t Ballard Came and assisted to Cook Supper. her famely (Excep t L e faett who is gone to his uncle Savages) partook with us, mrs Pierce here allso. we had Squash, the firs t we have had this [Summer]. at home, my famely all to meeting."
1803-04-01,"Clear. I tarried at my Sons till after meeting [then] Came as far as mr [Andrews], tarried all night on mrs Duttuns acount, went to bed and Slep t some. al my Sons [&] mr Andrews s ."
1803-04-01,"Clear. mr Ballard & Son Ephm to meeting. Son Jona & wife here and Supt with us. Nabby Complains of A pain in her right Side, took Tea again. at home. Son Jona and wife here."
1803-04-01,"rainy. mr Ballard to meeting. Son Jona, his wife and 4 Childn here at Evng. John Bolton and Lucy Bolton were Published. at home. Jona [and] wife [here]."
1803-04-01,"Clear. I have been at home, began a Stockin for Sally Ballard. at home."
1803-04-02,"Clear. I have been at home, harvisted Beens and Corn till I felt very much falagud. at [home]. [Mrs ] Calld here."
1803-04-02,"Clear and very Cold. Nabby is a t my Sons. Allin & Ephm here. I have done my work, Sett up till 12. at home."
1803-04-02,Clear and Colder than it has been of late. I have Done part of y e hous wk and knitt Some. Ephm Conducted his Sis t Lambard to Son Pollards. mr Ballard been down in Town. Nabby washt and Sewd for her Self. a t home.
1803-04-02,Cloudy. I have been at Son Lambds. he went to Hallowell aflern and did not return till 5h morn. at Ditoes.
1803-04-03,"Cloudy part of the day, raind at night. Son Jona had men to work at haying, his wife went to Sith J. Fosters. mrs Hallowell Came here at Evn and tarries all night. Jona & wife both gone all night. at home, feel very unwell."
1803-04-03,"Cloudy and rain. I have Scoured 65 Skeins y n , finisht a Stockin & began another, knit 50 purls. Nabby did hous work & finisht her Shor t goun. Shee work t on it las t Evng. at home. Scoured my yarn."
1803-04-03,"Clear. Son Pollard returnd from his Mothers, David Pollards wife & Polly Pollard with him. mr Hodges, his wife, Fanny, and his 3 Child n which were Born at a Birth, Sleep there. at Dito."
1803-04-03,Snowd. I have finish t my Skirt and knitt some. mr Ballard returnd. a t home. Jona & wife to Asa Pierces.
1803-04-03,"Clear. I have been at home, workt on a Cottne Shift of my own. Phillip Bullin here at Evn g . Son Jona & wife to mr Gills, they tarrie at Son Lambds all night. at home. [P. Bullin here.]"
1803-04-04,rainy foren. I returnd home aftern. at Son Pollard s .
1803-04-04,moderate. I have been at home. at home.
1803-04-04,"Cloudy, raind a t nigh t , and Snowd. I have done my hous work and wash t my kitchen, feel very unwell a t Evn g . at home."
1803-04-04,"Cloudy, raind aftern and night. I went to Son Lambds, tarried all night. Sister Barton is there. at Son Lambds."
1803-04-05,"Clear and pleast. mr Ballard and Ep hm went to meeting this day, is observed as a day of thancksgiving. Son Jona and all his famely partook with us at Super. at home. thanksgiving day."
1803-04-05,"Clear part of the day and Cold. I have been a t home, done my work. at home."
1803-04-05,"Snowd. I have been at home makeing Soap, finisht footing mr Ballards Stockins. at home."
1803-04-05,"Snowd. I have been at home about Soap makeing. Son Jona, his wife, Jason Pierce & his wife went to mr Gills & Lambds. mr Densmore removd his famely. at home. [Robd Forb and Sister went from here]."
1803-04-06,"Clear, a great fros t . I left mrs Duttun at 7h m, her Babe is unwell. I have been unwell, Sally Church helpt me. I have paid her 4/ for what Shee has done for me this weak. I was Calld about Sun Sett to go and assist to put on the grave Cloaths for mrs Duttun who is now Expired. her husband is Come to see her, arivd before Shee was diad. mrs Arnald & Cypher & Betsy Church assisted me to perform what was Done, the Babe is very unwell. at Detoes. mrs Duttun Expird."
1803-04-07,"Clear. I have been at home, did my work about hous through much fatague. Rich d Fosters wife Came here at Evng and Sleeps here with her youngest Child. at home. mrs Foster SLeeps here."
1803-04-07,"Clear. Ep m Cowens wife here, I paid her wha t was her due fm me. at home. mrs Cowen here."
1803-04-07,"Clear. mr Ballard gone to Collect taxes. Son Pollard to y e hook, his wife to Jonas. they went home at Evng. a t home. Dagt Pollard went home."
1803-04-07,"Clear. I have been at home, Sorted our Corn & helpt do other work. Sally Church helpt me. I paid her 3/8 pence for the three days Shee has workt here this weak. we had a [Broild] Chicken for Dinner. Dagt Ballard partook. at home. Dagt Ballard here."
1803-04-07,"Clear. I have been at home, done my hous work, ironed and Bakt an oven full of pumkin Pies. A mr Stewar d , his wife and five Child n Calld here on their way (from Hallifax in moun t vernon) to Canaan. they have been 16 days on their joirney. I gave them Some refreshment. mr Ballard been down below, informs y t Ben n Page fell from Tim y Pages phraim and was much hurt. at home. a famely Calld here bound to Canaan by the name of Steward."
1803-04-07,Cloudy. our men removd the fencs to the west of y e wel. I was a t my sons. a t my Sons.
1803-04-07,"Clear. I have been at home till Sun an hour high. mrs Butlar Came here. I Set out on hors back and went to Son Pollards, arivd there at dusk. Cyrus went with me, he tarried all night. at Son Pollards."
1803-04-07,"Clear. I went to my Sons to See Sally, Shee is very unwell. Came home at Evng. at my Sons, Sally Sick."
1803-05-01,"Clear. I have been at home, my famely all to meeting. mrs FoSter to my Sons after Breakfast. mr Forbs & Savage Dind here. I went to Son Jonas to See Sally who is unwell. at my Sons to See Sally."
1803-05-01,"Clear. mr Ballard to meeting. I have been at home. Son Jona & famely Sup t here, Aallin & Dolly Lambd allso. at home."
1803-05-01,Clear. Sally Came and did my work and I went to meeting. I paid her /9 for her Service. Son and daght Ballard Sup t here. Revd mr Parker Performd. I wen t to mr Pittses at [intermition]. at meeting & mr Pitts.
1803-05-01,"X. Birth Son Pollards 4 th Dag t . XX. rainy. I have been at Ditoes. my Daugh t was taken in Labour, her women were Calld in before dark and Shee was Safe Deld a t 11 h 10 m Evn of her 4 th dag t and 6th Child, and is as well as Can be Expected. at Ditoes. Birth 8th. recd as a rew d ."
1803-05-02,"Clear. mr Ballard on the Colleclion business. I have Cleand my Buttery. Jon a and Ephm Ballard helpt me picking Chips, & Son Eph m & Sam l Trask went to mr Pettngails [to wk.] at home. Hannah Ballad is [unwell]."
1803-05-02,"Clear. I did my washing, Nabby the work about hous and help t me wash the kitchen floor. a t home."
1803-05-02,"Clear foren and very warm for the Season, raind at Evn g . Nabby washt. I brot the Cloaths in and dried & folded them. I have done hous work and knit some. Allin Lambard and Jonas Sons here. mr Ballard been to See Phillip Bullin. Cyrus to mr Brookses, bot me _ lb Snuff, price 3/. at home."
1803-05-03,"Clear. Sally Church Came to wash for me. I was Calld to go to See Saml Gill, find him very low indead. his Complaint is Disentry & worme. I tarried all night, Sett up till 1h m. at mr Gills, [his Son Saml very Sick]."
1803-05-03,"X. Birth Anthony Brackets Dag t . XX. Clear and very Cold foren, more moderate aftern. I was Calld at 4h morn to See the wife of Anthony Bracket. Shee was, after hard Labour, Safe Deld at 4 h 30 m Evn of her 4 th Child and first Daugh tr and I Came home a t 7. I spent y e Evng kniting. Hannah, Wilm & Sally Ballard Sleep here, their dady & marm gone to Son Lambds. at mr Brackets. Birth 2 nd . receivd 6/."
1803-05-03,"Clear and prity Cold. mr Ballard Surveying for James Page on mrs Farewells Back lott. I have been at home, washt the N room and knitt. Jona & wife & Hitty Pierce gone to Son Pollards, the Child n Came here. a t home."
1803-05-03,"Clear part of y e day. I have spent this day a t Son Lambds. Son Jona & wife Came there, tarrie all night. Snowd at Evng. at my Sons."
1803-05-04,Clear. Sister Williams here part of y e day. at home.
1803-05-04,"Cloudy part of y e day. I have been kniting, Nabby doing hous work. mr Ballard to Settle with the Town & Country treasurers, got receipts in full for Some taxes, and in Part fr others. at home."
1803-05-04,"Clear morn, Cloudy aftern. Son Pollard went to Augusta. mr Hodges Sett ou t for there aftern. I tarrie there this night. Oliv has had Company this day, had the bes t room to Sett with them. at Ditoes."
1803-05-04,"Clear and Cold. Nabby Fall left here, we have Paid her all her wages for work Shee has done here. at home. Nabby left here, wint to Hallowell."
1803-05-04,"Clear. I have been a t home, Swep t my Chambers. Le faett removd the Corn out of y e South Chamber into the north one. Lidia has been to Esqr Davis s to See her sister. Shee met her oldes t Sister on her way (from Concord, N. H.) to Bellgrade. Miles Leathers, who livs at my sons, is unwell; has a pain in his Side. at home. Lidia to See her Sister _ y e day."
1803-05-04,"Cloady. have been at home. raind . Dagts Ballard & Lambard and part of their Childn here, Old mrs s Church allso. at home. Child n to See me."
1803-05-04,"Clear part of the day. Lydia Nudd Sett out to go to her fathers. I washt y e Bullery and performd other work foren, was very unwell before night. Fanny Hodges Came from my sons to assist me. I had a very ill night. at home. Lydia [went] home. I have been very unwell."
1803-05-05,Cloudy. Cyrus Bulchered a Veal. I have workt in my Gardin all day. at home. mrs Peirce Sleeps here.
1803-05-05,Snowd and Blowd. I removd my pickles (with the help of Cyrus) into the Sellar and did my other work. at home.
1803-05-05,rainy. I was very unwell this morn. Sally Church Came and help t me. mr Ballard to Parrish meeting.
1803-05-05,"rainy, the Snow is all most gone. I tarried with my Daughter till Evn g when mr Lambard Conducted me home. my Dagt & infant are Comfortable. at Ditoes."
1803-05-05,Clear. I have been at home. Cyrus and I removd the banking N of y e front doore. I Shoveled it into my Sellar to fill a wet place under the Stairs. Lydia went to see Betsy Andrews. at home. Dagt Ballard here to Tea. Jack brot Hannahhome.
1803-05-05,"Clear part of the day, raind a t night. I have been very unwell all day. mrs Edson, Dagt Ballard, Saunders & mrs Crockett here. Old mr Jo foster and Son Jona took Tea here. at home, have been unwell. mr Ballard Surveying for mr Gilly."
1803-05-06,Cloudy and Some rain. Cyrus went to winthrop to Carrie wool to be Carded. I have been at home. at home. Cyrus to winthrop [with] wool.
1803-05-06,"Clear and Cold. I have done my hous w k and mended hoes. mr Ballard gone to mr Lambds. mrs Cypher bro t me 10 Egg, 1/10 d . I let her have 1/6. I was Calld to mr Pitts s a t 9h Evn. at mr Shubal Pitts s a t Evng. mrs Cypher here."
1803-05-06,"Clear part of the day. I have been about my Soap and began to foot a pair hoes for Cyrus. mr Prince Baker here, Sup t here. he had a Plan of New Sharon to Carrie to Judg Coneys which he is to return. at home. mr Prince Baker of New Sharon Sup t here."
1803-05-06,"Clear. I have finish t makeing Soape, have got three Barrils full and Some more. Colo Duttun here, paid the remainder of his taxes. at home, finisht makeing Soape."
1803-05-06,Cloudy. I have been at home Sewing. Allin & Thomas Lambard here. Snowd at night. at home.
1803-05-06,"Clear. I went to my Sons to see his Son Jona who hurt him Self yesterday at his uncle Lambds. we are aprehensive he has a Briech. we Bathd and bandaged him and I Came home. I am informd that mrs Whitwell was Deliv d las t night, her infan t Expired Soon and Shee Expired this morning at 4 O Clock. Dagt Ballard took Coffee here, her Son Wil m Sleeps here. may God Support the bereeved in their affliction and be better to them than what he has taken from them. at home. hear of the Death of mrs Whitwel & infant. mr Livermore here this aftern."
1803-05-06,"Cloudy. I have been So well that I have made Flower Bread for my self, Brown bread for mr Puringtun. we bott 10 lb Butter of Leu t John Shaw. at home."
1803-05-07,"Clear. I have Cleand my Chambers. Fanny Hodges help t me this fore nn. Sons Pollard & Jona ant their wives took Tea. Son P. & wife Sleep here. mr Ballard been to the Settlemen t . at home. Son & Dag t Pollard, theiroldes t & younges t Dagts with y m ."
1803-06-01,"Cloudy, raind at Evn g . I went to Son Jonas about noon. mr Ballard and Cyrus Calld in after meeting and took Supper with them. mrs Gillbar t and Saunders Came there at Evng. [at they are Comfortable]."
1803-06-01,"Cloudy. mr Ballard, Cyrus & Ephm to meeting. Lydia went to my sons. Sally remains unwell, Le faett, Ephm & Wil m allso. at home."
1803-06-01,Snowd. mr Ballard and Cyrus wen t to meeting. mr Gill & Lambar d Came and Conducted Dagts Pollard & Ballard to Son Lamb d s. Jona and Ephm wen t there. I have been at home. it was a Severe Storm aftern and Evng. at home. Dagt Pollard went to Son Lambards.
1803-06-02,"Clear. I have been a t home, did my work. Rhoda Pollard Came here with Son Cyrus. a t home."
1803-06-02,"Clear. mr Ballard brot his OXen fm [Pages]. I have been unwell y s day. [Son] Ephm wen t to Son Lambds, [was] taken down with y e measels. at [home]. Son Ephm down [Sick] at Son Lambds."
1803-06-02,"Cloudy. I have done my hous work and Cut and Pared 4 Pumpkins. mr [Ballard] on the Collection Business. Betsy Andrus here, paid me a Crown for my attending her Sister Duttun in her last Sickness. at [home]. Betsy Andrus here."
1803-06-02,at Son Pollards. a t Detoes.
1803-06-03,"Cloudy, Snowd at Evn g . I have been to my Sons to See Patty, Shee fell out of her Brothers arms & hur t her face. I have finished futing mr Ballards hoes and began to fu t A pair for my Self. Nabby and I pickt up the Chips at the door. mr Ballard to son Lambds. Doc l Barton here, his famely well. Eliab Shaws wife & mrs Braley Calld here, Sarah Cleark allso. at my Sons. A Suden Death a t Hollowell this day, a mr [Johnston]."
1803-06-03,"Cloudy and some rain. I have finished kniting a pair of mitts for mr Ballard. Son Pollard here, his famely well. Son Ephm returnd from there. Nabby Sett up a Leach for ley. Cyrus to Hallowell for Corn. a t home."
1803-06-03,Clear. I have help t do hous work and rakt Chips. Dagt Ballard & mrs Chamberlin here. mr Ballard fenced y e Gardin. he has seen 78 years this day. as his years may his grace in Creas. at [home]. Son Town Sleeps here.
1803-06-04,"Cloudy part of y e day. mr Waid Butchered our OXen, they wd 160. I help t about the work till near night and was much fatagued. at home. our OXen were killed. Son Lambd here."
1803-06-04,"Clear till near night. mr Ballard to Son Pollards, Dagt Ballard & Lambard Came home from there. I have Brewd and done other work. at home. Dagt Lambd Calld here."
1803-06-04,"Cloudy and Some Snow. I tarried at Son Lambds till 3 h pm and then Came home. they made me a pres t of a pair Shears and _ yd flanell. Sons Jona & Lambd & y r wives to mr Gills, their Childn Sleep at our hous. at Ditoes."
1803-06-05,"Clear. mrs Welch washt for me. I paid her Cash 9/8_. mr Ballard Sett out for Ball Town. Sister Williams spent y e day at my Sons, Came here at Evn g . I have been not So well as I Could wish. at home. mr Ballard Sett out for Ball town. mrs Welch washt here."
1803-06-05,"Cloudy, Snowd a t Evn. I have finisht my husbands Stockin which I began at 4h pm 28th inst and a Cottne Shir t which mrs Duttun had partly made before Shee died. mr Ballard Sett out with others to look a road from the Bridg to Sheapscott Settlemen t . at home."
1803-06-05,"Snowd. I Came home from Son Pollards accompanied by Rob d Fletcher. Calld to See mrs Thompson. mrs Farewell Calld at my hous. Shee has been to her hous, finds her hous broken open and part of her Efects gone. at Ditoes & at home."
1803-06-05,"Clear and Pleast. mrs Forbes and her Son Rob d left here after breakfast bound for Gloster, they Slep t here last night. I have been at home. Dagt Ballard went to Son Pollards. Son Ephm & my [sic]. at home. mrs Forbs Set out fm here for Gloster."
1803-06-05,"Clear and very pleasan t . I have been at home, Done Some Sewing [&] pick t Beens to Cook. mr Ballard down to the Settlement, P. Bullin Came home with him. Sally Pierce & Hannah Ballard and little Sally here. a t home."
1803-06-05,"Cloudy & some rain. I work t some in my Gardin. Lydia had Comp y , her Sister Zepporah, Hitty Hatch, Betsy Andrus & Polly mosier. at home."
1803-06-05,"Clear. I have done Some matters in my Sellar, have mead wheat Bread and Brown. I feel very unwell y s aftern. my Sympathy is great for my Son Town and his Dear wife and famely in their present afliction. they are this day attending y e Solemnity of intering the only Child of his present marriage. may the Great paren t of the Univerce giv them Comfort and be more to them than wha t he has taken from them, and may all the famely hear the Call be ye allso ready. may we all be Excited to the Same. at home. Funeral of Son Towns Child. Genl Sewall Calld here."
1803-06-06,"Clear. I have been very unwell. we Cookt the head and harslit of the Veal. Jona, his wife [&] siSt r , w m & Sally Dind with us. Dagt Ballard had an ill turn a t Evng, Pukt up 6 larg worms. at home. my Childn here."
1803-06-06,"Clear and very Cold & windy. I have been a t home, feel unwell. at home."
1803-06-06,"Clear. mr Ballard gone on Eas t Side y e river to Collec t taxes. mr James Child here, paid me two fees for performing Cases for his Lady. firs t in Novr 12 th 97, Second Augus t 3 d 99. he gave for the two L 1:1:0. at home. mr Child paid me 3_ Dollars for pas t Service."
1803-06-06,Clear and Cold. I made 26 doz n Candles. Nabby did my hous work. at home.
1803-06-06,Snowd. mr Ballard returned home. I have not felt very well. Jona is very unwell with a Cold. at home. mr Ballard returnd.
1803-06-07,"X. [Birth Shubal Pitts s 2 nd Son. XX.] Cloudy and Some Snow. my Patient was Safe Deld at 2h 5m y s morn of her Second Son and 4th Child. I tarried with her till aftern n , left her & inft Cleverly and Came home, thro some falague, had my hous work all to do. at Ditoes. Birth 11th. recd 9/4 d as a reward."
1803-06-07,"Clear and very pleas t . I went to Son Jonas aftern, Sally is unwell. Lydia Complains of a Pain in her head. I aplyed Camphir when Shee went to bed. at Son Jonas. I paid 12/ to Lydia Nud."
1803-06-07,Snowd part of this day. I Slipt down and hurt my Self. Dagt Ballard & mrs Pierce in here. I finish t kniting a pair of hoes for Hannah Ballard. at home.
1803-06-07,"Clear, the Snow wen t of. I was Calld aftern by mr Moody to go and See his wife, found mrs Woodward there. the patient is in Defucalt Circumstances, we both tarried with her all night. at mr Moodys, his wife unwell."
1803-06-07,"Clear. I Sett 10 Curent Bushes, have been Sorting Beens and doing other matters. mr Ballard been down into the Settlement. Fanny Hodges and Hannah & Sally Ballard here. Son Ephm & Lathrop to work for Son Lambard. at home."
1803-06-07,"Clear. I was Calld at 2 h morn to go & See Midian Cowens wife who is unwell. I See her in Safe Circumstance and returnd home, have felt allmos t Sick. Lydia to work at my sons. mrs Farewell took Tea here, Shee informd me that Theo s Hamlins wife was Deld last night. at midion Cowens. receivd 3/9 for my trouble."
1803-07-01,"Clear and very pleast but it is very bad traveling. mr Balld, Cyrus & Ephm at meeting. Lydia wint to Son Jonas. he and his wife & y r Son Jon a were at meeting. at home. mr Cleark & Ruth Springer joind inMariage."
1803-07-01,"Clear. mr Ballard, Cyrus & Ephm to Meeting a t the meeting hous. Lydia Nudd to the N parrish. I feel my hurt so much that I tarried at home. a t home."
1803-07-01,"Clear. I am at mr Moodys. Doc t Hubard was Calld to See her, he gave no Medisin but is of opinion that her Complaint wil be thron of by natures Eforts. I tarried this night, a number of Ladies there to visi t y e patienl. at Ditoes. Doc t Hubard was Calld there."
1803-07-01,"Clear & Cloudy by turns. I went to meeting and to the hous of mr Whitwell. his wife and infant were interd, a vast Concoarce of people followed in procecsion after the Corps. we had but one Service at the meeting hous. Revd mr Stone was Calld to attend a funeral at Capt Homans, Varsalborough. mr Gillet Presided at mr Whitwels. I am informd that mrs Cowen is failing very fas t . at meeting and at the funeral of mrs s Whitwall & infant. I Calld at mr Pitts s , mr Thwings& Moodys."
1803-07-01,"Clear and warm. my famely all attended public worship at the meeting hous, the Revd mr Stone discorsed from the Gospel of S t John 7 th C 46 th verse, and the ofersers answered Said never man Spake as this man Speaketh like this man. at meeting and at mr Westons."
1803-07-02,Cloudy. mr Ballard and sons to Town meeting. I am informd that Daniel Woodwards infant was Sufocated in bed with its Parents the night past. mr Lathrop is makeing a Cofin for it. Lydia and I wen t to Son Jon as to See the Childn who are very unwell. at my Sons to see the Child n . Daniel Woodwds infan t Expired in bed with its parents.
1803-07-02,"Clear but Cold. I have been very unwell this day. Fanny Came and helpt me make some Apple & pumpkin Pies. Lydia returnd, her Sister Odlin Came with her. Shee Sleeps here. at home. am informd that mr John Badcock Expired las t night."
1803-07-03,"Clear. mr Ballard to mr OZgoods. I have been at home, mrs Dullun here to mend Cloaths. I have washt. at home, washt. mrs Duttun Sewing for me. [15]"
1803-07-03,and
1803-07-04,"Clear. mr Ballard gone to Friend Breads. I have been at home, harvisted part of my Peas. mrs Duttun Sewing for me. I paid her 3/, mr Ballard has paid her 4/ for past Servises. at home. mrs Duttun helpt me. [16]"
1803-07-04,"Cloudy. I have been at home, done work about hous, pu t the tripe in Sous liquir. Cyrus Carried my web to mrs Shaw to weave, 39 Skeins warp, 37 of filling. at home."
1803-07-04,"Clear. I have been at home, boiled my Soap Grees in Ley, began to fut a pair of hoes for Cyrus. Nabby spun 1 Skein y n for my Dagt Ballard. mr Ballard wrote to A mr Peirce, Boston. at home till the middle of the night."
1803-07-04,"Clear. mr Ballard went to winslow, Son Town home. I have had a vary Sick day. Dag t Ballard Came to See me. at home, very Sick."
1803-07-05,"Cloudy. mr Ballard is not returned. I have been at home. Dagts Ballard & Lambd with part of their Childn here, mrs Parker & 5 of hers here allso. Son & Dagt Lambd & Barney Sleep here. Son Ephm at home to Sleep. at home, friends here to See me. [17]"
1803-07-05,"raind foren, windy aftern. I have been doing about the work, Cuting the tallow and trying part of it, washt the Entralls and Put them in Lye to Boil. a t home."
1803-07-05,"Clear day, Cloudy Evng. mr Gill, Sons Jona & Lambd & wives and nrs Farewell here to visit us. at home. Child n to See us."
1803-07-05,"Snowd. Col o Duttun dined with us. mr Ballard is not So well as he Could wish. mr Butler dind here. I have been at home, knit some and took Care of our Beef. we boiled the pickle. a t home. Col o Duttun here."
1803-07-05,"Clear. I planted musk mellons and removd apple trees, removd Chips &C. we had a man by the name of Conan t who dug gardin for us. at [home]. Saml Badcock 3 d & Hitty Pierc [were] Married."
1803-07-05,Clear and very warm. Revd mr Stone took Tea here and Lydia Nudd went from here by reason of lambness in her right legg. I have workt in my Gardin Some &C. [at home.] mr Stone here. Lydia went away.
1803-07-05,Clear and hott. mrs Arnold left here. Sally Church here with her Child. I have workt in my Garden. at home.
1803-07-06,"Clear part of the day. Dagt Lambd wen t from here to my Sons. I wen t there aftern to See Hannah who is very Sick with a Pukeing & desentry. Old Lady Mosier Came there, we took Tea and Shee Came home with me; Slept here. the Child is Some Easier. Rhoda Pollard with her aunt. at my Sons. Dagt Lambd went home. Old mrs Mosier Sleep t with me. [18]"
1803-07-06,"Clear. I have been at home. we made pumpkin and apple pies and I knit Some futing a Stockin for mr Ballard. the year is now Comd to a Close and I am Still a living monumen t of Gods Spareing mercie. may I have a proper Sence of his Goodness and liv according there to. at home, made Pies and knitt."
1803-07-06,"Clear. mrs Capin, Dagt Lambd and Allin & Lucy here. mr Hodges, his wife, his 3 Child n , and Fanny to assist them, they all Slept here Excep t Fanny & Mehaly; Dagt Ballard been here allso. a t home, had Compy."
1803-07-06,"Clear and pleast. Son Jona & Daug Lambd Dind here then went to Son Pollards. they returnd at 10h Evn. mr Ballard been to pay money to the Treasurers. Bror Ebenzr Sleeps here, Allin Lambd & Ephm Ballard allso. at home. Bror EbenZ Sleeps here. Son Jona has seen 40 years this day."
1803-07-06,"Clear. I have been at home. Dagt Ballard & Betsy Andrews here to Tea. I finish t a Cottne Shir t for mr Ballard, the third I have had made for him this year. at home. Dagt Ballard here."
1803-07-06,Cloudy. I have removed part of the Banking from the west side of the hous. Carried par t to make it more level to the well and part towards the necessary hous. at home removing the Banking from the house.
1803-07-06,"Clear part of y e day, raind foren n . Dagt Pollard Came here foren n . Dagt Lambard, Son Jona & wife & part of y r Child n Dind & took Tea with us. funeral of a mrs Pray, Hollowel. a t home, my Child n here."
1803-07-07,"rainy. I have Planted Sumer Squash, Sowd Early peas. at home."
1803-07-07,"Clear. mr Ballar d returnd. I have been at home, the old Lady left here after Dinner. Shee had y e misfortin to fall from y e top of y e Stairs after Shee arivd at home. at home. Old Lady Mosier left here."
1803-07-07,"Cloudy and Cold. mr Ballard gone to mill. I have done my work. Son Jona here, he Seems Some better. mr Kinsly & Bill Cypher workt for us giting wood. a t home. Kinsly & Cypher work t here."
1803-07-07,A Severe Snow Storm. I have been So unwell I have not Sett up bu t part of the day. the remains of Deacon Coney were intered this aftern. at home unwell. Funeral of Deacon Cony.
1803-07-07,"Cloudy. I have put my Candles into the Sellar. I have 11 lb of those made in the winter past and 45 Dozn made this weak. I have allso Sown parsley, pink radishs, peppers. Zepporah Nudd Dind here. Lydia went to Hollowell and Came home unwell. I made her Some Cammomile tea. Hannah Pollard Sleeps here. at home, washt the north room and did various other Servises. Lydia Came home Sick. I made her herb Tea."
1803-08-01,"rainy. mr Ballard and Cyrus went to meeting. I have been at home, Cleard the drane in my Seller. Son Jona, his wife and part of y r Child n dind with us. at home. my Child n dind here."
1803-08-01,"Clear. my famely to meeting. I tarried at home, made apple saus for S. J. Fosters wife. mr Ballard went to Carrie it to her a t Evn. at home. made apple saus for mrs Foster."
1803-08-01,"Snowd and blowd & raind. our men Seeking for the Sheep, found Some of them. mr Ballard to meeting aftern. a funeral discoars was Deld by y e rev d mr Stone from PSalm 37 th C and 37 th vers. at home."
1803-08-01,Cloudy [&] some rain. mr Ballard only of our famely to meeting. Dagt Ballard Supt here. at home.
1803-08-02,"Clear and Colder & windy. mr Ball d is gone again to prosceed in heading the Lotts East Side the river. he did not return a t night. I have been at home, knit on Cyrus s hoes. at home. Daniel Woodward had a son Born y s day, his first Child."
1803-08-02,"Clear. mrs Gill & Dagt Ballard Dind here. I accompanied them to my Sons aftern, we took Tea there. mr Gill & Lambard Came up a t Evn for their wives. mr EbenZ Trask and his wife and Luthar Pierce Sleep there. at my Sons. Daug t Lambd had a pain in her head."
1803-08-02,"Clear. I tarried with mrs Moody till near night and returnd home very unwell, find my husband very unwell. I was Exercised with Such a pain in my head that it Seemed as if my life must go. I Calld Lydia up in the night. Shee applyed poultises to my feet and warm Brandy to my head with hot flanell, and I became Some Easier before morning."
1803-08-02,Clear. I have been at home. Dagt Ballard & Sally Dind here. at home. mr [Balld] to Parish meeting.
1803-08-02,"Clear. I went to work in my Gardin this morn, planted 8 Sorts Beens and removd part of my Sage, Catnip &C. went to Genl Sewalls aftern n . at Genl Sewalls, mrs Coney there allso. Judg Sewill Came a t Evn."
1803-08-03,"Cloudy & Some rain. mr Ballard Sett ou t with mr Hartwill to do [Sum] Surveying for him at Leeds. Lydia, Ephm and mr Lathrope attended funeral of Daniel Woodwards infant. Betsy Church & Lydia Came here and took Coffee. we are informd that mr Whitwels oldest Daugh t Expired last night. I have been at home all day. Son Jona here, Says his Child n Seem more Comfortable. at home. mr Ballard is gone to Leeds. Esq r Whitwels Dagt Expird las t night or this morn."
1803-08-03,Clear. mrss Odlin left here at 9h m. Lydia went with her to the stores and to her Uncles. mr Ballard been Surveying hous Lotts for mr Whilwel. mrs Crocket and Dag t Ballard here to Tea. at home. Son Towns youngest Child Expired.
1803-08-05,"Clear. I have been at home. Son Town Sleeps here. P. Bullin sup t with us, Son Jon a allso. at [home]. Son [Town] came [here]."
1803-08-05,Clear and Cold. I have been at home. mr Ballard been Surveying for Son Jona at the farm of the late Capt Daniel Savage who is disceased. my Son owns one half of Said farm. at home.
1803-08-05,"Clear & Cloudy by turns. I feel very feeble. Jona s wife here for Seeds foren n , with mrs Pierce aftern to Tea. at home, very feeble. Jonas wife [& mr Pierce here]."
